ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,resultado
6654,15,18/8/2019,16:00,Cruzeiro,Santos,4-3-3,3-4-3,R. Ceni,J. Sampaoli Moya,Cruzeiro, Mineirão,2,0,MG,SP,0
6655,15,18/8/2019,19:00,Chapecoense,Avai,4-2-3-1,4-3-3,E. Hartkopp,A. Valentim do Carmo Neto,Chapecoense,Arena Condá,1,0,SC,SC,0
6635,13,21/8/2019,11:58,Athletico-PR,Sao Paulo,4-2-3-1,4-2-3-1,T. Retzalff Nunes,A. Stival,Sao Paulo,Estádio Joaquim Américo Guimarães,0,1,PR,SP,1
6656,16,24/8/2019,11:00,Atletico-MG,Bahia,4-2-3-1,4-3-3,R. Marques Santana,R. Machado Marques,Bahia,Estádio Raimundo Sampaio,0,1,MG,BA,1
6657,16,24/8/2019,17:00,Gremio,Athletico-PR,4-2-3-1,4-1-4-1,Renato Gaúcho,T. Retzalff Nunes,Gremio,Arena do Grêmio,2,1,RS,PR,0
6658,16,25/8/2019,16:00,Goias,Internacional,4-4-2,4-3-3,N. da Silveira Júnior,O. Hellmann,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),2,1,GO,RS,0
6659,16,25/8/2019,16:00,Vasco,Sao Paulo,4-1-4-1,4-1-4-1,V. Luxemburgo da Silva,A. Stival,Vasco,Estádio Vasco da Gama,2,0,RJ,SP,0
6660,16,25/8/2019,16:00,Santos,Fortaleza,4-3-3,4-2-3-1,J. Sampaoli Moya,J. Mannarino,-,Estádio Urbano Caldeira,3,3,SP,CE,2
6661,16,25/8/2019,19:01,Ceara,Flamengo,4-2-3-1,4-1-4-1,E. Alves Moreira,J. Pinheiro de Jesus,Flamengo,Arena Castelão,0,3,CE,RJ,1
6662,16,25/8/2019,19:01,Avai,Corinthians,4-3-3,4-1-4-1,A. Valentim do Carmo Neto,F. Carille,-,  Ressacada,1,1,SC,SP,2
6663,16,25/8/2019,19:00,CSA,Cruzeiro,4-1-2-1-2,4-2-3-1,A. Fucks,R. Ceni,-,Estádio Rei Pelé,1,1,AL,MG,2
6664,16,26/8/2019,20:00,Botafogo-RJ,Chapecoense,4-2-3-1,4-2-3-1,E. de Souza Barroca,E. Hartkopp,-,Estádio Nilton Santos,0,0,RJ,SC,2
6666,17,31/8/2019,11:02,Sao Paulo,Gremio,4-2-3-1,4-2-3-1,A. Stival,Renato Gaúcho,-, Morumbi,0,0,SP,RS,2
6667,17,31/8/2019,17:01,Bahia,CSA,4-2-3-1,4-4-2,R. Machado Marques,A. Fucks,Bahia,Itaipava Arena Fonte Nova,1,0,BA,AL,0
6668,17,31/8/2019,19:02,Chapecoense,Santos,5-4-1,3-4-3,E. Hartkopp,J. Sampaoli Moya,Santos,Arena Condá,0,1,SC,SP,1
6669,17,31/8/2019,19:01,Athletico-PR,Ceara,4-2-3-1,4-2-3-1,T. Retzalff Nunes,E. Alves Moreira,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,CE,0
6670,17,31/8/2019,21:00,Internacional,Botafogo-RJ,4-1-4-1,4-1-4-1,O. Hellmann,E. de Souza Barroca,Internacional,Estádio José Pinheiro Borda,3,2,RS,RJ,0
6671,17,1/9/2019,16:00,Flamengo,Palmeiras,4-2-3-1,4-1-4-1,J. Pinheiro de Jesus,L. Scolari,Flamengo, Maracanã,3,0,RJ,SP,0
6672,17,1/9/2019,16:02,Fortaleza,Goias,4-2-3-1,4-4-1-1,J. Mannarino,N. da Silveira Júnior,Fortaleza,Arena Castelão,2,0,CE,GO,0
6673,17,1/9/2019,19:00,Cruzeiro,Vasco,4-2-3-1,4-1-4-1,R. Ceni,V. Luxemburgo da Silva,Cruzeiro, Mineirão,1,0,MG,RJ,0
6674,17,1/9/2019,19:01,Corinthians,Atletico-MG,4-1-4-1,4-1-4-1,F. Carille,R. Marques Santana,Corinthians,Neo Química Arena,1,0,SP,MG,0
6675,17,2/9/2019,20:00,Fluminense,Avai,4-1-4-1,4-1-4-1,O. de Oliveira Filho,A. Valentim do Carmo Neto,Avai, Maracanã,0,1,RJ,SC,1
6676,18,7/9/2019,11:02,Vasco,Bahia,4-2-3-1,4-3-3,V. Luxemburgo da Silva,R. Machado Marques,Bahia,Estádio Vasco da Gama,0,2,RJ,BA,1
6677,18,7/9/2019,11:01,Corinthians,Ceara,4-1-4-1,4-2-3-1,F. Carille,E. Alves Moreira,-,Neo Química Arena,2,2,SP,CE,2
6678,18,7/9/2019,17:01,Avai,Flamengo,4-5-1,4-2-3-1,A. Valentim do Carmo Neto,J. Pinheiro de Jesus,Flamengo,Estádio Nacional de Brasília,0,3,SC,RJ,1
6679,18,7/9/2019,17:01,Fortaleza,Fluminense,4-3-3,4-1-4-1,J. Mannarino,O. de Oliveira Filho,Fluminense,Arena Castelão,0,1,CE,RJ,1
6680,18,7/9/2019,19:00,Internacional,Sao Paulo,4-2-3-1,4-2-3-1,O. Hellmann,A. Stival,Internacional,Estádio José Pinheiro Borda,1,0,RS,SP,0
6681,18,7/9/2019,21:00,Goias,Palmeiras,4-2-3-1,4-2-3-1,N. da Silveira Júnior,L. Venker de Menezes,Palmeiras,Estádio do Governo do Estado de Goiás (Serra Dourada),1,2,GO,SP,1
6682,18,8/9/2019,11:00,Cruzeiro,Gremio,4-2-3-1,4-2-3-1,R. Ceni,Renato Gaúcho,Gremio,Estádio Raimundo Sampaio,1,4,MG,RS,1
6683,18,8/9/2019,16:00,Santos,Athletico-PR,3-4-3,4-2-3-1,J. Sampaoli Moya,T. Retzalff Nunes,-,Estádio Urbano Caldeira,1,1,SP,PR,2
6684,18,8/9/2019,16:00,Botafogo-RJ,Atletico-MG,4-1-4-1,4-1-4-1,E. de Souza Barroca,R. Marques Santana,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,MG,0
6685,18,8/9/2019,19:00,CSA,Chapecoense,4-1-2-1-2,4-2-3-1,A. Fucks,E. Hartkopp,CSA,Estádio Rei Pelé,2,0,AL,SC,0
6665,16,10/9/2019,21:00,Palmeiras,Fluminense,4-2-3-1,4-1-4-1,L. Venker de Menezes,O. de Oliveira Filho,Palmeiras,Allianz Parque,3,0,SP,RJ,0
6686,19,14/9/2019,17:01,Flamengo,Santos,4-2-3-1,4-3-3,J. Pinheiro de Jesus,J. Sampaoli Moya,Flamengo, Maracanã,1,0,RJ,SP,0
6687,19,14/9/2019,19:00,Chapecoense,Vasco,4-1-4-1,4-2-3-1,E. Hartkopp,V. Luxemburgo da Silva,Vasco,Arena Condá,1,2,SC,RJ,1
6688,19,14/9/2019,19:00,Palmeiras,Cruzeiro,4-2-3-1,4-2-3-1,L. Venker de Menezes,R. Ceni,Palmeiras,Allianz Parque,1,0,SP,MG,0
6689,19,14/9/2019,21:00,Ceara,Botafogo-RJ,4-2-3-1,4-1-4-1,E. Alves Moreira,E. de Souza Barroca,-,Arena Castelão,0,0,CE,RJ,2
6690,19,15/9/2019,11:21,Athletico-PR,Avai,4-1-4-1,4-1-4-1,T. Retzalff Nunes,A. Valentim do Carmo Neto,Avai,Estádio Joaquim Américo Guimarães,0,1,PR,SC,1
6691,19,15/9/2019,11:02,Atletico-MG,Internacional,4-1-4-1,4-2-3-1,R. Marques Santana,O. Hellmann,Internacional,Estádio Raimundo Sampaio,1,3,MG,RS,1
6692,19,15/9/2019,16:02,Bahia,Fortaleza,4-2-3-1,4-2-3-1,R. Machado Marques,J. Mannarino,-,Itaipava Arena Fonte Nova,1,1,BA,CE,2
6693,19,15/9/2019,16:00,Gremio,Goias,4-2-3-1,4-3-3,Renato Gaúcho,N. da Silveira Júnior,Gremio,Arena do Grêmio,3,0,RS,GO,0
6694,19,15/9/2019,16:00,Fluminense,Corinthians,4-2-3-1,4-1-4-1,O. de Oliveira Filho,F. Carille,Fluminense,Estádio Nacional de Brasília,1,0,RJ,SP,0
6695,19,15/9/2019,19:01,Sao Paulo,CSA,4-2-3-1,4-2-3-1,A. Stival,A. Fucks,-, Morumbi,1,1,SP,AL,2
6696,20,21/9/2019,11:01,Botafogo-RJ,Sao Paulo,4-1-4-1,4-1-4-1,E. de Souza Barroca,A. Stival,Sao Paulo,Estádio Nilton Santos,1,2,RJ,SP,1
6697,20,21/9/2019,17:00,Cruzeiro,Flamengo,4-2-3-1,4-2-3-1,R. Ceni,J. Pinheiro de Jesus,Flamengo, Mineirão,1,2,MG,RJ,1
6698,20,21/9/2019,19:03,Corinthians,Bahia,4-1-4-1,4-1-4-1,F. Carille,R. Machado Marques,Corinthians,Neo Química Arena,2,1,SP,BA,0
6699,20,21/9/2019,21:00,Santos,Gremio,4-3-3,4-2-3-1,J. Sampaoli Moya,Renato Gaúcho,Gremio,Estádio Urbano Caldeira,0,3,SP,RS,1
6700,20,22/9/2019,11:00,Internacional,Chapecoense,4-3-3,4-1-4-1,O. Hellmann,M. dos Santos Gonçalves,Internacional,Estádio José Pinheiro Borda,1,0,RS,SC,0
6701,20,22/9/2019,16:00,Fortaleza,Palmeiras,4-2-3-1,4-2-3-1,J. Mannarino,L. Venker de Menezes,Palmeiras,Arena Castelão,0,1,CE,SP,1
6702,20,22/9/2019,16:01,CSA,Ceara,4-2-3-1,4-2-3-1,A. Fucks,E. Alves Moreira,CSA,Estádio Rei Pelé,1,0,AL,CE,0
6703,20,22/9/2019,14:14,Vasco,Athletico-PR,4-1-4-1,4-1-4-1,V. Luxemburgo da Silva,T. Retzalff Nunes,-,Estádio Vasco da Gama,1,1,RJ,PR,2
6704,20,22/9/2019,19:00,Goias,Fluminense,4-4-1-1,4-2-3-1,N. da Silveira Júnior,O. de Oliveira Filho,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),3,0,GO,RJ,0
6705,20,23/9/2019,20:00,Avai,Atletico-MG,4-1-4-1,4-2-3-1,A. Valentim do Carmo Neto,R. Marques Santana,Avai,  Ressacada,1,0,SC,MG,0
6706,21,25/9/2019,19:30,Ceara,Cruzeiro,4-2-3-1,4-1-4-1,E. Alves Moreira,R. Ceni,-,Arena Castelão,0,0,CE,MG,2
6707,21,25/9/2019,21:30,Bahia,Botafogo-RJ,4-1-4-1,4-4-1-1,R. Machado Marques,E. de Souza Barroca,Bahia,Itaipava Arena Fonte Nova,2,0,BA,RJ,0
6708,21,25/9/2019,21:30,Flamengo,Internacional,4-2-3-1,4-3-3,J. Pinheiro de Jesus,O. Hellmann,Flamengo, Maracanã,3,1,RJ,RS,0
6709,21,25/9/2019,21:31,Sao Paulo,Goias,4-2-3-1,4-4-1-1,A. Stival,N. da Silveira Júnior,Goias, Morumbi,0,1,SP,GO,1
6710,21,26/9/2019,19:15,Palmeiras,CSA,4-2-3-1,4-2-3-1,L. Venker de Menezes,A. Fucks,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,6,2,SP,AL,0
6711,21,26/9/2019,20:00,Fluminense,Santos,4-1-4-1,3-4-3,O. de Oliveira Filho,J. Sampaoli Moya,-, Maracanã,1,1,RJ,SP,2
6712,21,26/9/2019,20:00,Gremio,Avai,4-2-3-1,4-1-4-1,Renato Gaúcho,A. Valentim do Carmo Neto,Gremio,Arena do Grêmio,6,1,RS,SC,0
6713,21,26/9/2019,21:31,Athletico-PR,Fortaleza,4-1-4-1,4-2-3-1,T. Retzalff Nunes,J. Mannarino,Athletico-PR,Estádio Joaquim Américo Guimarães,4,1,PR,CE,0
6716,22,28/9/2019,19:00,Flamengo,Sao Paulo,4-2-3-1,4-1-4-1,J. Pinheiro de Jesus,F. Diniz Silva,-, Maracanã,0,0,RJ,SP,2
6717,22,29/9/2019,11:03,Corinthians,Vasco,4-1-4-1,4-3-3,F. Carille,V. Luxemburgo da Silva,Corinthians,Neo Química Arena,1,0,SP,RJ,0
6718,22,29/9/2019,16:00,Santos,CSA,4-3-3,4-2-2-2,J. Sampaoli Moya,A. Fucks,Santos,Estádio Urbano Caldeira,2,0,SP,AL,0
6719,22,29/9/2019,16:00,Internacional,Palmeiras,4-3-3,4-2-3-1,O. Hellmann,L. Venker de Menezes,-,Estádio José Pinheiro Borda,1,1,RS,SP,2
6720,22,29/9/2019,16:00,Fluminense,Gremio,4-1-4-1,4-2-3-1,M. de Oliveira,Renato Gaúcho,Fluminense, Maracanã,2,1,RJ,RS,0
6721,22,29/9/2019,15:11,Athletico-PR,Chapecoense,4-3-3,4-3-3,T. Retzalff Nunes,M. dos Santos Gonçalves,-,Estádio Joaquim Américo Guimarães,1,1,PR,SC,2
6722,22,29/9/2019,19:01,Atletico-MG,Ceara,4-1-4-1,4-2-3-1,R. Marques Santana,E. Alves Moreira,Atletico-MG,Estádio Raimundo Sampaio,2,1,MG,CE,0
6723,22,30/9/2019,20:00,Avai,Bahia,4-5-1,4-3-3,A. Valentim do Carmo Neto,R. Machado Marques,Bahia,  Ressacada,0,2,SC,BA,1
6724,22,30/9/2019,20:00,Fortaleza,Botafogo-RJ,4-2-3-1,4-1-4-1,R. Ceni,E. de Souza Barroca,Fortaleza,Arena Castelão,1,0,CE,RJ,0
6725,22,30/9/2019,20:01,Goias,Cruzeiro,4-3-3,4-2-3-1,N. da Silveira Júnior,A. da Silva Braga,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),1,0,GO,MG,0
6714,21,2/10/2019,19:15,Atletico-MG,Vasco,4-2-3-1,4-4-2,R. Marques Santana,V. Luxemburgo da Silva,Vasco,Estádio Raimundo Sampaio,1,2,MG,RJ,1
6715,21,2/10/2019,19:16,Chapecoense,Corinthians,4-1-4-1,4-1-4-1,M. dos Santos Gonçalves,F. Carille,Corinthians,Arena Condá,0,1,SC,SP,1
6726,23,5/10/2019,17:00,Vasco,Santos,4-3-3,3-4-3,V. Luxemburgo da Silva,J. Sampaoli Moya,Santos,Estádio Vasco da Gama,0,1,RJ,SP,1
6727,23,5/10/2019,17:02,Sao Paulo,Fortaleza,4-1-4-1,4-2-3-1,F. Diniz Silva,R. Ceni,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,2,1,SP,CE,0
6728,23,5/10/2019,19:00,Gremio,Corinthians,4-2-3-1,4-4-1-1,Renato Gaúcho,F. Carille,-,Arena do Grêmio,0,0,RS,SP,2
6729,23,5/10/2019,19:02,Bahia,Athletico-PR,4-3-3,4-2-3-1,R. Machado Marques,T. Retzalff Nunes,Athletico-PR,Itaipava Arena Fonte Nova,1,2,BA,PR,1
6730,23,5/10/2019,21:00,Cruzeiro,Internacional,4-2-3-1,4-3-3,A. da Silva Braga,O. Hellmann,-, Mineirão,1,1,MG,RS,2
6731,23,6/10/2019,11:01,Chapecoense,Flamengo,4-1-4-1,4-2-3-1,M. dos Santos Gonçalves,J. Pinheiro de Jesus,Flamengo,Arena Condá,0,1,SC,RJ,1
6732,23,6/10/2019,16:01,Ceara,Goias,4-4-2,4-3-3,A. Batista,N. da Silveira Júnior,Goias,Arena Castelão,0,1,CE,GO,1
6733,23,6/10/2019,16:00,Palmeiras,Atletico-MG,4-2-3-1,5-4-1,L. Venker de Menezes,R. Marques Santana,-,Allianz Parque,1,1,SP,MG,2
6734,23,6/10/2019,16:00,Botafogo-RJ,Fluminense,4-1-2-1-2,4-1-4-1,E. de Souza Barroca,M. de Oliveira,Fluminense,Estádio Nilton Santos,0,1,RJ,RJ,1
6735,23,6/10/2019,19:00,CSA,Avai,4-3-3,4-1-4-1,A. Fucks,A. Valentim do Carmo Neto,CSA,Estádio Rei Pelé,3,1,AL,SC,0
6736,24,9/10/2019,19:16,CSA,Internacional,4-2-3-1,4-3-3,A. Fucks,O. Hellmann,CSA,Estádio Rei Pelé,1,0,AL,RS,0
6737,24,9/10/2019,19:15,Botafogo-RJ,Goias,4-3-1-2,4-3-3,B. Lazaroni,N. da Silveira Júnior,Botafogo-RJ,Estádio Nilton Santos,3,1,RJ,GO,0
6738,24,9/10/2019,20:31,Fortaleza,Chapecoense,4-2-3-1,4-2-4-0,R. Ceni,M. dos Santos Gonçalves,Fortaleza,Arena Castelão,2,0,CE,SC,0
6739,24,9/10/2019,21:01,Bahia,Sao Paulo,4-1-4-1,4-2-3-1,R. Machado Marques,F. Diniz Silva,-,Itaipava Arena Fonte Nova,0,0,BA,SP,2
6740,24,9/10/2019,21:00,Gremio,Ceara,4-2-3-1,4-2-3-1,Renato Gaúcho,A. Batista,Gremio,Estádio Francisco Stédile (Centenário),2,1,RS,CE,0
6741,24,9/10/2019,21:30,Cruzeiro,Fluminense,4-4-2,4-1-4-1,A. da Silva Braga,M. de Oliveira,-, Mineirão,0,0,MG,RJ,2
6742,24,9/10/2019,21:30,Santos,Palmeiras,4-3-3,4-2-3-1,J. Sampaoli Moya,L. Venker de Menezes,Santos,Estádio Urbano Caldeira,2,0,SP,SP,0
6743,24,10/10/2019,15:24,Corinthians,Athletico-PR,4-2-3-1,4-3-3,F. Carille,T. Retzalff Nunes,-,Neo Química Arena,2,2,SP,PR,2
6744,24,10/10/2019,19:19,Avai,Vasco,4-2-3-1,4-2-3-1,A. Valentim do Carmo Neto,V. Luxemburgo da Silva,-,  Ressacada,0,0,SC,RJ,2
6745,24,10/10/2019,20:00,Flamengo,Atletico-MG,4-2-3-1,5-4-1,J. Pinheiro de Jesus,R. Marques Santana,Flamengo, Maracanã,3,1,RJ,MG,0
6746,25,12/10/2019,17:01,Goias,CSA,4-3-3,4-2-3-1,N. da Silveira Júnior,A. Fucks,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),1,0,GO,AL,0
6747,25,12/10/2019,19:00,Fluminense,Bahia,4-1-4-1,4-3-3,M. de Oliveira,R. Machado Marques,Fluminense, Maracanã,2,0,RJ,BA,0
6748,25,12/10/2019,21:00,Palmeiras,Botafogo-RJ,4-2-3-1,4-1-4-1,L. Venker de Menezes,B. Lazaroni,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,1,0,SP,RJ,0
6749,25,13/10/2019,16:00,Internacional,Santos,4-3-3,4-3-3,R. Colbachini,J. Sampaoli Moya,-,Estádio José Pinheiro Borda,0,0,RS,SP,2
6750,25,13/10/2019,13:22,Athletico-PR,Flamengo,4-1-4-1,4-2-3-1,T. Retzalff Nunes,J. Pinheiro de Jesus,Flamengo,Estádio Joaquim Américo Guimarães,0,2,PR,RJ,1
6751,25,13/10/2019,16:01,Ceara,Avai,4-2-3-1,4-1-4-1,A. Batista,E. Spinassé Camillato,Ceara,Arena Castelão,1,0,CE,SC,0
6752,25,13/10/2019,16:00,Vasco,Fortaleza,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,R. Ceni,Vasco,Estádio Vasco da Gama,1,0,RJ,CE,0
6753,25,13/10/2019,18:02,Sao Paulo,Corinthians,4-1-4-1,4-1-4-1,F. Diniz Silva,F. Carille,Sao Paulo, Morumbi,1,0,SP,SP,0
6754,25,13/10/2019,19:00,Atletico-MG,Gremio,4-2-3-1,4-2-3-1,R. Marques Santana,Renato Gaúcho,Gremio,Estádio Raimundo Sampaio,1,4,MG,RS,1
6755,25,13/10/2019,19:01,Chapecoense,Cruzeiro,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,A. da Silva Braga,-,Arena Condá,1,1,SC,MG,2
6756,26,16/10/2019,19:16,CSA,Atletico-MG,4-2-3-1,4-1-4-1,A. Fucks,V. Carmo Mancini,-,Estádio Rei Pelé,2,2,AL,MG,2
6757,26,16/10/2019,19:16,Gremio,Bahia,4-2-3-1,4-2-3-1,Renato Gaúcho,R. Machado Marques,Bahia,Arena do Grêmio,0,1,RS,BA,1
6758,26,16/10/2019,20:00,Fortaleza,Flamengo,4-4-2,4-4-2,C. A. P. F. Hembert,J. Pinheiro de Jesus,Flamengo,Arena Castelão,1,2,CE,RJ,1
6759,26,16/10/2019,21:00,Cruzeiro,Sao Paulo,4-2-3-1,4-1-4-1,A. da Silva Braga,F. Diniz Silva,Cruzeiro, Mineirão,1,0,MG,SP,0
6760,26,16/10/2019,21:00,Palmeiras,Chapecoense,4-2-3-1,4-2-3-1,L. Venker de Menezes,M. dos Santos Gonçalves,Palmeiras,Allianz Parque,1,0,SP,SC,0
6761,26,16/10/2019,21:31,Goias,Corinthians,4-2-3-1,4-1-4-1,N. da Silveira Júnior,F. Carille,-,Estádio do Governo do Estado de Goiás (Serra Dourada),2,2,GO,SP,2
6762,26,16/10/2019,21:30,Vasco,Botafogo-RJ,4-2-3-1,4-1-4-1,V. Luxemburgo da Silva,A. Valentim do Carmo Neto,Vasco,Estádio Vasco da Gama,2,1,RJ,RJ,0
6763,26,17/10/2019,19:16,Avai,Internacional,4-3-3,4-3-3,E. Spinassé Camillato,R. Colbachini,Internacional,  Ressacada,0,2,SC,RS,1
6764,26,17/10/2019,19:15,Santos,Ceara,4-3-3,4-4-1-1,J. Sampaoli Moya,A. Batista,Santos,Estádio Urbano Caldeira,2,1,SP,CE,0
6765,26,17/10/2019,11:11,Fluminense,Athletico-PR,4-1-4-1,4-4-2,M. de Oliveira,T. Retzalff Nunes,Athletico-PR, Maracanã,1,2,RJ,PR,1
6766,27,19/10/2019,17:00,Fortaleza,Gremio,4-2-3-1,4-2-3-1,R. Ceni,Renato Gaúcho,Fortaleza,Arena Castelão,2,1,CE,RS,0
6767,27,19/10/2019,19:01,Corinthians,Cruzeiro,4-1-4-1,4-2-3-1,F. Carille,A. da Silva Braga,Cruzeiro,Neo Química Arena,1,2,SP,MG,1
6768,27,20/10/2019,16:00,Internacional,Vasco,4-3-3,4-2-3-1,R. Colbachini,V. Luxemburgo da Silva,Vasco,Estádio José Pinheiro Borda,0,1,RS,RJ,1
6769,27,20/10/2019,16:00,Sao Paulo,Avai,4-1-4-1,4-3-3,F. Diniz Silva,E. Spinassé Camillato,Sao Paulo, Morumbi,1,0,SP,SC,0
6770,27,20/10/2019,16:00,Atletico-MG,Santos,4-1-4-1,4-3-3,V. Carmo Mancini,J. Sampaoli Moya,Atletico-MG,Estádio Raimundo Sampaio,2,0,MG,SP,0
6771,27,20/10/2019,18:00,Flamengo,Fluminense,4-2-2-2,4-2-4-0,J. Pinheiro de Jesus,M. de Oliveira,Flamengo, Maracanã,2,0,RJ,RJ,0
6772,27,20/10/2019,19:00,Chapecoense,Goias,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,N. da Silveira Júnior,-,Arena Condá,2,2,SC,GO,2
6773,27,20/10/2019,19:00,Athletico-PR,Palmeiras,4-2-3-1,4-2-3-1,T. Retzalff Nunes,L. Venker de Menezes,-,Estádio Joaquim Américo Guimarães,1,1,PR,SP,2
6774,27,21/10/2019,19:31,Bahia,Ceara,4-1-4-1,4-3-1-2,R. Machado Marques,A. Batista,Ceara,Estádio de Pituaçu,1,2,BA,CE,1
6775,27,21/10/2019,20:00,Botafogo-RJ,CSA,4-2-3-1,4-1-4-1,A. Valentim do Carmo Neto,A. Fucks,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,AL,0
6776,28,26/10/2019,17:01,Corinthians,Santos,4-1-4-1,4-3-3,F. Carille,J. Sampaoli Moya,-,Neo Química Arena,0,0,SP,SP,2
6777,28,26/10/2019,17:03,Ceara,Vasco,4-1-4-1,4-3-3,A. Batista,V. Luxemburgo da Silva,-,Arena Castelão,1,1,CE,RJ,2
6778,28,26/10/2019,19:02,Bahia,Internacional,4-3-3,4-2-3-1,R. Machado Marques,J. Mannarino,Internacional,Itaipava Arena Fonte Nova,2,3,BA,RS,1
6779,28,26/10/2019,19:30,Fluminense,Chapecoense,4-2-3-1,4-2-3-1,M. de Oliveira,M. dos Santos Gonçalves,-, Maracanã,1,1,RJ,SC,2
6780,28,26/10/2019,11:04,Cruzeiro,Fortaleza,4-2-3-1,4-4-1-1,A. da Silva Braga,R. Ceni,-, Mineirão,1,1,MG,CE,2
6781,28,27/10/2019,11:06,Athletico-PR,Goias,4-3-3,4-3-3,T. Retzalff Nunes,N. da Silveira Júnior,Athletico-PR,Estádio Joaquim Américo Guimarães,4,1,PR,GO,0
6782,28,27/10/2019,16:00,Gremio,Botafogo-RJ,4-2-2-2,4-2-3-1,Renato Gaúcho,A. Valentim do Carmo Neto,Gremio,Arena do Grêmio,3,0,RS,RJ,0
6783,28,27/10/2019,16:01,Sao Paulo,Atletico-MG,4-1-4-1,4-2-3-1,F. Diniz Silva,V. Carmo Mancini,Sao Paulo, Morumbi,2,0,SP,MG,0
6784,28,27/10/2019,18:00,Avai,Palmeiras,5-4-1,4-2-3-1,E. Spinassé Camillato,L. Venker de Menezes,Palmeiras,  Ressacada,1,2,SC,SP,1
6785,28,27/10/2019,19:00,Flamengo,CSA,4-1-3-2,4-1-4-1,J. Pinheiro de Jesus,A. Fucks,Flamengo, Maracanã,1,0,RJ,AL,0
6786,29,30/10/2019,19:30,Palmeiras,Sao Paulo,4-2-3-1,4-1-4-1,L. Venker de Menezes,F. Diniz Silva,Palmeiras,Allianz Parque,3,0,SP,SP,0
6787,29,30/10/2019,19:31,Avai,Fortaleza,4-3-3,4-4-2,E. Spinassé Camillato,R. Ceni,Fortaleza,  Ressacada,1,3,SC,CE,1
6788,29,30/10/2019,19:30,Atletico-MG,Chapecoense,4-1-4-1,4-1-4-1,V. Carmo Mancini,M. dos Santos Gonçalves,Chapecoense,Estádio Raimundo Sampaio,0,2,MG,SC,1
6789,29,30/10/2019,21:31,Ceara,Fluminense,4-4-2,4-1-4-1,A. Batista,M. de Oliveira,Ceara,Arena Castelão,2,0,CE,RJ,0
6790,29,30/10/2019,21:30,Vasco,Gremio,4-3-1-2,4-2-3-1,V. Luxemburgo da Silva,Renato Gaúcho,Gremio,Estádio Vasco da Gama,1,3,RJ,RS,1
6791,29,30/10/2019,21:32,CSA,Corinthians,4-2-3-1,4-1-4-1,A. Fucks,F. Carille,CSA,Estádio Rei Pelé,2,1,AL,SP,0
6792,29,31/10/2019,19:15,Santos,Bahia,4-3-3,4-3-3,J. Sampaoli Moya,R. Machado Marques,Santos,Estádio Urbano Caldeira,1,0,SP,BA,0
6793,29,31/10/2019,20:03,Goias,Flamengo,4-1-4-1,4-2-3-1,N. da Silveira Júnior,J. Pinheiro de Jesus,-,Estádio do Governo do Estado de Goiás (Serra Dourada),2,2,GO,RJ,2
6794,29,31/10/2019,21:30,Internacional,Athletico-PR,4-2-3-1,4-2-3-1,J. Mannarino,T. Retzalff Nunes,-,Estádio José Pinheiro Borda,1,1,RS,PR,2
6795,29,31/10/2019,21:30,Botafogo-RJ,Cruzeiro,4-2-3-1,4-2-3-1,A. Valentim do Carmo Neto,A. da Silva Braga,Cruzeiro,Estádio Nilton Santos,0,2,RJ,MG,1
6796,30,2/11/2019,17:01,Fortaleza,Atletico-MG,4-2-3-1,4-2-3-1,R. Ceni,V. Carmo Mancini,-,Arena Castelão,2,2,CE,MG,2
6797,30,2/11/2019,19:01,Fluminense,Vasco,4-3-1-2,4-2-3-1,M. de Oliveira,V. Luxemburgo da Silva,-, Maracanã,0,0,RJ,RJ,2
6798,30,2/11/2019,19:00,Palmeiras,Ceara,4-2-3-1,4-1-4-1,L. Venker de Menezes,A. Batista,Palmeiras,Allianz Parque,1,0,SP,CE,0
6799,30,2/11/2019,21:01,Chapecoense,Sao Paulo,4-1-4-1,4-2-3-1,M. dos Santos Gonçalves,F. Diniz Silva,Sao Paulo,Arena Condá,0,3,SC,SP,1
6800,30,3/11/2019,16:00,Flamengo,Corinthians,4-2-2-2,4-4-2,J. Pinheiro de Jesus,F. Carille,Flamengo, Maracanã,4,1,RJ,SP,0
6801,30,3/11/2019,13:25,Athletico-PR,CSA,4-2-3-1,4-2-3-1,T. Retzalff Nunes,A. Fucks,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,AL,0
