partida_id,rodata,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
6534,3,Fluminense,17.0,12.0,0.48,490.0,0.83,10.0,1,0,0,8
6535,3,Avai,9.0,1.0,0.47,367.0,0.76,15.0,2,0,1,1
6535,3,Bahia,20.0,11.0,0.53,394.0,0.74,27.0,1,0,0,9
6536,4,Botafogo-RJ,9.0,3.0,0.36,305.0,0.81,12.0,5,0,4,3
6536,4,Fluminense,23.0,6.0,0.64,504.0,0.91,16.0,3,0,4,8
6537,4,Gremio,8.0,2.0,0.52,513.0,0.83,19.0,4,0,1,2
6537,4,Corinthians,11.0,4.0,0.48,474.0,0.81,13.0,2,0,0,3
6538,4,Ceara,13.0,3.0,0.63,487.0,0.82,12.0,2,0,2,7
6538,4,Goias,12.0,6.0,0.37,295.0,0.79,20.0,2,0,2,2
6541,4,Atletico-MG,15.263440860215054,5.016304347826087,0.5660752688172044,500.89784946236557,0.8338709677419355,14.510752688172044,0,0,0,0
6541,4,Palmeiras,14.952127659574469,5.255434782608695,0.5115957446808511,418.4308510638298,0.8086702127659574,15.297872340425531,0,0,0,0
6539,4,Chapecoense,20.0,7.0,0.43,362.0,0.89,9.0,3,0,1,4
6539,4,Flamengo,19.0,7.0,0.57,464.0,0.85,18.0,2,0,1,7
6542,4,Cruzeiro,14.0,6.0,0.46,442.0,0.82,14.0,0,1,0,3
6542,4,Internacional,16.0,5.0,0.54,505.0,0.84,10.0,0,0,0,4
6540,4,Santos,23.0,8.0,0.56,435.0,0.79,18.0,2,0,1,8
6540,4,Vasco,15.0,5.0,0.44,346.0,0.75,11.0,3,1,5,5
6544,4,Bahia,13.0,4.0,0.37,309.0,0.79,14.0,3,0,2,6
6544,4,Athletico-PR,18.0,9.0,0.63,539.0,0.87,13.0,2,0,3,8
6545,4,Fortaleza,12.0,3.0,0.53,478.0,0.87,12.0,2,0,2,6
6545,4,Sao Paulo,8.0,2.0,0.47,430.0,0.87,14.0,2,0,0,4
6543,4,Avai,21.0,4.0,0.61,544.0,0.86,14.0,1,0,4,6
6543,4,CSA,4.0,1.0,0.39,376.0,0.73,18.0,2,0,0,0
6546,5,Cruzeiro,4.0,3.0,0.46,442.0,0.8,12.0,2,0,1,2
6546,5,Fluminense,24.0,11.0,0.54,501.0,0.87,20.0,3,0,0,10
6548,5,Atletico-MG,11.0,5.0,0.33,255.0,0.73,11.0,3,1,0,2
6548,5,Flamengo,24.0,10.0,0.67,488.0,0.84,8.0,1,0,0,18
6547,5,Palmeiras,17.0,8.0,0.33,245.0,0.68,23.0,2,0,0,5
6547,5,Santos,13.0,4.0,0.67,479.0,0.83,19.0,4,0,1,5
6549,5,Sao Paulo,11.0,3.0,0.58,512.0,0.86,9.0,1,1,3,4
6549,5,Bahia,17.0,2.0,0.42,371.0,0.77,19.0,3,0,1,6
6551,5,Corinthians,4.0,2.0,0.37,362.0,0.81,12.0,4,0,1,3
6551,5,Athletico-PR,23.0,5.0,0.63,583.0,0.88,16.0,1,0,3,11
6553,5,Chapecoense,19.0,4.0,0.53,419.0,0.83,16.0,1,0,0,9
6553,5,Fortaleza,12.0,8.0,0.47,395.0,0.77,12.0,1,0,2,4
6550,5,CSA,12.0,5.0,0.37,342.0,0.77,9.0,3,0,2,3
6550,5,Internacional,14.0,7.0,0.63,601.0,0.86,11.0,2,0,4,4
6552,5,Goias,19.0,6.0,0.31,238.0,0.78,18.0,1,0,7,9
6552,5,Botafogo-RJ,6.0,2.0,0.69,571.0,0.87,14.0,3,0,0,3
6554,5,Vasco,11.0,2.0,0.51,368.0,0.75,16.0,1,0,3,5
6554,5,Avai,18.0,6.0,0.49,348.0,0.75,14.0,2,0,3,10
6555,5,Ceara,6.0,1.0,0.36,281.0,0.69,14.0,3,0,2,2
6555,5,Gremio,17.0,4.0,0.64,493.0,0.85,16.0,6,0,1,7
6556,6,Botafogo-RJ,8.0,2.0,0.63,444.0,0.84,13.0,10,0,0,0
6556,6,Palmeiras,17.0,2.0,0.37,254.0,0.7,19.0,0,0,6,8
6557,6,Gremio,24.0,8.0,0.57,570.0,0.88,10.0,1,0,0,13
6557,6,Atletico-MG,9.0,5.0,0.43,437.0,0.81,14.0,4,0,0,4
6559,6,Santos,11.0,4.0,0.63,517.0,0.82,19.0,5,0,0,7
6559,6,Internacional,15.0,1.0,0.37,316.0,0.74,19.0,5,0,3,4
6558,6,Flamengo,11.0,4.0,0.49,392.0,0.76,16.0,4,0,2,9
6558,6,Athletico-PR,12.0,5.0,0.51,412.0,0.79,21.0,3,0,0,2
6560,6,Fortaleza,12.0,3.0,0.62,539.0,0.88,9.0,1,0,0,2
6560,6,Vasco,14.0,2.0,0.38,337.0,0.83,12.0,2,0,0,5
6561,6,Cruzeiro,18.0,3.0,0.65,559.0,0.84,13.0,1,0,1,8
6561,6,Chapecoense,10.0,5.0,0.35,313.0,0.71,11.0,3,0,0,2
6562,6,Bahia,10.0,5.0,0.33,303.0,0.75,9.0,2,0,0,3
6562,6,Fluminense,11.0,4.0,0.67,603.0,0.9,10.0,2,1,2,3
6563,6,Corinthians,13.0,5.0,0.4,296.0,0.75,16.0,3,0,1,3
6563,6,Sao Paulo,9.0,1.0,0.6,438.0,0.78,14.0,4,0,3,4
6565,6,Avai,13.0,3.0,0.52,417.0,0.7,21.0,4,0,2,3
6565,6,Ceara,9.0,4.0,0.48,399.0,0.72,15.0,3,0,1,0
6564,6,CSA,16.0,4.0,0.44,334.0,0.76,19.0,3,0,1,3
6564,6,Goias,15.0,5.0,0.56,412.0,0.79,10.0,1,0,0,9
6566,7,Flamengo,21.0,8.0,0.65,652.0,0.92,16.0,1,0,2,8
6566,7,Fortaleza,10.0,4.0,0.35,343.0,0.86,6.0,0,0,1,2
6567,7,Gremio,7.0,2.0,0.58,537.0,0.87,10.0,2,0,5,4
6567,7,Bahia,14.0,4.0,0.42,394.0,0.83,8.0,1,0,0,10
6568,7,Vasco,18.0,2.0,0.44,362.0,0.81,16.0,3,0,1,9
6568,7,Botafogo-RJ,8.0,1.0,0.56,469.0,0.84,15.0,2,0,1,4
6571,7,Sao Paulo,13.0,4.0,0.4,369.0,0.76,15.0,2,1,0,5
6571,7,Cruzeiro,14.0,4.0,0.6,567.0,0.84,12.0,3,0,4,9
6569,7,Ceara,13.0,3.0,0.39,301.0,0.72,14.0,2,0,0,2
6569,7,Santos,12.0,3.0,0.61,470.0,0.82,22.0,1,0,2,0
6570,7,Athletico-PR,16.0,6.0,0.56,457.0,0.87,20.0,1,0,1,6
6570,7,Fluminense,9.0,2.0,0.44,372.0,0.79,17.0,3,1,0,4
6572,7,CSA,12.0,3.3823529411764706,0.28,304.0,0.79,11.0,3,0,0,2
6572,7,Atletico-MG,27.0,7.0,0.72,771.0,0.9,2.0,0,0,2,11
6573,7,Chapecoense,18.0,4.0,0.55,410.0,0.81,14.0,2,0,1,3
6573,7,Palmeiras,14.0,6.0,0.45,356.0,0.77,21.0,5,0,0,5
6574,7,Internacional,11.0,7.0,0.64,682.0,0.87,11.0,0,0,3,5
6574,7,Avai,14.0,1.0,0.36,382.0,0.78,12.0,0,0,1,7
6576,8,Vasco,10.0,3.0,0.31,288.0,0.73,13.0,0,0,0,0
6576,8,Internacional,19.0,4.0,0.69,635.0,0.88,16.0,2,0,5,10
6577,8,Palmeiras,21.0,3.0,0.43,304.0,0.77,16.0,2,0,1,7
6577,8,Athletico-PR,7.0,3.0,0.57,406.0,0.82,29.0,4,0,1,7
6578,8,Fortaleza,5.0,2.0,0.34,343.0,0.78,7.0,4,1,0,1
6578,8,Gremio,12.0,4.0,0.66,630.0,0.89,7.0,1,0,3,10
6579,8,Cruzeiro,25.0,7.0,0.45,448.0,0.83,12.0,1,0,2,11
6579,8,Corinthians,5.0,1.0,0.55,538.0,0.86,13.0,1,0,1,5
6580,8,Bahia,9.0,1.0,0.37,296.0,0.65,10.0,2,0,3,1
6580,8,Ceara,22.0,5.0,0.63,477.0,0.81,12.0,2,0,1,9
6581,8,Avai,11.0,1.0,0.37,302.0,0.65,17.0,5,0,1,4
6581,8,Sao Paulo,12.0,3.0,0.63,513.0,0.8,17.0,2,0,1,10
6583,8,Fluminense,18.0,6.0,0.64,607.0,0.88,14.0,2,0,1,5
6583,8,Flamengo,11.0,2.0,0.36,339.0,0.79,17.0,3,0,0,2
6584,8,Santos,24.0,5.0,0.59,532.0,0.87,12.0,1,0,0,4
6584,8,Atletico-MG,12.0,4.0,0.41,383.0,0.75,14.0,2,0,1,5
6582,8,Botafogo-RJ,13.0,7.0,0.61,520.0,0.89,10.0,1,0,0,2
6582,8,CSA,21.0,5.0,0.39,328.0,0.84,20.0,2,0,3,8
6585,8,Chapecoense,12.0,2.0,0.49,350.0,0.81,17.0,0,1,0,6
6585,8,Goias,17.0,7.0,0.51,353.0,0.8,14.0,2,0,0,6
6586,9,Gremio,14.0,5.0,0.53,515.0,0.87,11.0,2,0,4,7
6586,9,Botafogo-RJ,7.0,3.0,0.47,463.0,0.87,9.0,1,0,1,4
6587,9,Cruzeiro,12.0,4.0,0.54,426.0,0.86,15.0,6,0,2,5
6587,9,Fortaleza,11.0,4.0,0.46,354.0,0.81,10.0,0,1,1,6
6588,9,Internacional,14.0,7.0,0.45,506.0,0.83,11.0,1,0,0,3
6588,9,Bahia,19.0,2.0,0.55,593.0,0.86,7.0,1,0,0,3
6589,9,CSA,10.0,2.0,0.34,276.0,0.69,13.0,3,0,1,3
6589,9,Flamengo,24.0,11.0,0.66,515.0,0.85,10.0,1,0,2,12
6590,9,Corinthians,2.0,3.967741935483871,0.47,413.0,0.76,13.0,4,0,1,3
6590,9,Santos,19.0,4.0,0.53,461.0,0.8,16.0,4,0,2,2
6595,9,Goias,11.785714285714286,3.706422018348624,0.41250000000000003,326.75892857142856,0.755625,15.544642857142858,0,0,0,0
6595,9,Athletico-PR,13.117647058823529,4.385542168674699,0.5105882352941177,435.6941176470588,0.8134117647058824,15.48235294117647,0,0,0,0
6591,9,Ceara,8.0,1.0,0.47,426.0,0.8,15.0,2,0,3,1
6591,9,Vasco,18.0,11.0,0.53,484.0,0.82,14.0,0,0,2,5
6592,9,Fluminense,10.0,3.0,0.65,549.0,0.89,21.0,5,1,1,3
6592,9,Chapecoense,15.0,4.0,0.35,296.0,0.78,12.0,2,0,1,5
6593,9,Palmeiras,14.0,6.0,0.53,421.0,0.78,13.0,1,0,1,9
6593,9,Avai,8.0,2.0,0.47,379.0,0.81,18.0,1,0,1,1
6594,9,Atletico-MG,20.0,8.0,0.69,721.0,0.87,13.0,2,0,0,12
6594,9,Sao Paulo,9.0,3.0,0.31,318.0,0.75,17.0,4,0,0,5
6597,10,Avai,15.0,5.0,0.6,513.0,0.86,12.0,2,0,1,13
6597,10,Fortaleza,14.0,6.0,0.4,361.0,0.83,15.0,2,0,0,5
6596,10,Gremio,11.0,6.0,0.71,622.0,0.88,18.0,2,0,2,4
6596,10,Vasco,10.0,5.0,0.29,255.0,0.71,12.0,4,0,1,6
6598,10,Santos,17.0,6.0,0.62,527.0,0.84,11.0,3,0,1,7
6598,10,Bahia,12.0,2.0,0.38,330.0,0.74,13.0,2,0,0,5
6599,10,Sao Paulo,14.0,10.0,0.45,333.0,0.77,19.0,3,0,0,8
6599,10,Palmeiras,15.0,5.0,0.55,406.0,0.8,18.0,3,0,4,5
6600,10,Flamengo,30.0,16.0,0.74,561.0,0.89,8.0,1,0,0,11
6600,10,Goias,7.0,2.0,0.26,202.0,0.7,9.0,2,0,3,0
6602,10,Internacional,12.0,4.0,0.39,303.0,0.78,16.0,3,0,3,2
6602,10,Athletico-PR,17.0,6.0,0.61,460.0,0.85,15.0,3,0,2,6
6603,10,Cruzeiro,7.0,1.0,0.42,454.0,0.87,11.0,0,0,3,5
6603,10,Botafogo-RJ,8.0,1.0,0.58,640.0,0.88,8.0,0,0,0,3
6601,10,Corinthians,27.0,8.0,0.67,549.0,0.88,2.0,2,0,1,16
6601,10,CSA,4.0,1.0,0.33,296.0,0.75,18.0,6,0,0,1
6604,10,Atletico-MG,21.0,7.0,0.62,439.0,0.8,16.0,5,0,2,10
6604,10,Chapecoense,15.0,3.0,0.38,264.0,0.7,20.0,3,0,2,5
6605,10,Fluminense,23.0,7.0,0.71,628.0,0.87,11.0,2,0,1,14
6605,10,Ceara,9.0,5.0,0.29,265.0,0.72,15.0,2,0,2,5
6606,11,Fluminense,5.0,2.0,0.56,499.0,0.85,22.0,2,2,1,2
6606,11,Vasco,16.0,5.0,0.44,391.0,0.83,25.0,4,0,4,3
6609,11,CSA,11.2,3.3823529411764706,0.3957142857142857,342.48571428571427,0.7768571428571429,15.314285714285715,0,0,0,0
6609,11,Athletico-PR,13.117647058823529,4.385542168674699,0.5105882352941177,435.6941176470588,0.8134117647058824,15.48235294117647,0,0,0,0
6607,11,Cruzeiro,12.0,5.0,0.42,384.0,0.79,8.0,1,0,2,5
6607,11,Bahia,12.0,1.0,0.58,517.0,0.87,17.0,1,1,1,5
6610,11,Gremio,10.0,3.0,0.58,570.0,0.82,14.0,2,0,0,2
6610,11,Internacional,11.0,4.0,0.42,415.0,0.79,13.0,3,0,0,1
6608,11,Ceara,9.0,4.0,0.42,286.0,0.77,26.0,3,0,1,3
6608,11,Palmeiras,21.0,6.0,0.58,374.0,0.83,13.0,2,0,1,9
6611,11,Botafogo-RJ,9.0,1.0,0.51,441.0,0.85,12.0,1,1,1,9
6611,11,Santos,13.0,4.0,0.49,445.0,0.84,14.0,2,1,1,2
6613,11,Corinthians,14.0,3.0,0.44,318.0,0.79,20.0,1,0,2,4
6613,11,Flamengo,6.0,3.0,0.56,410.0,0.8,17.0,3,1,0,5
6612,11,Fortaleza,10.0,4.0,0.48,385.0,0.8,12.0,4,0,0,2
6612,11,Atletico-MG,19.0,7.0,0.52,409.0,0.84,15.0,1,0,0,3
6614,11,Goias,11.0,3.0,0.38,304.0,0.69,19.0,2,0,0,3
6614,11,Avai,15.0,3.0,0.62,490.0,0.81,16.0,4,0,1,5
6615,11,Sao Paulo,19.0,6.0,0.49,400.0,0.79,29.0,1,0,0,5
6615,11,Chapecoense,8.0,2.0,0.51,405.0,0.82,19.0,3,0,3,3
6617,12,Athletico-PR,13.117647058823529,4.385542168674699,0.5105882352941177,435.6941176470588,0.8134117647058824,15.48235294117647,0,0,0,0
6617,12,Cruzeiro,13.04109589041096,4.112676056338028,0.5208219178082192,459.8082191780822,0.8217808219178082,14.780821917808218,0,0,0,0
6616,12,Vasco,6.0,1.0,0.45,321.0,0.77,22.0,4,0,0,4
6616,12,Palmeiras,15.0,4.0,0.55,386.0,0.85,22.0,1,0,1,3
6619,12,Internacional,11.0,5.0,0.55,490.0,0.82,11.0,3,0,1,6
6619,12,Ceara,9.0,2.0,0.45,408.0,0.75,12.0,3,0,0,6
6618,12,Fluminense,14.0,4.0,0.72,660.0,0.89,20.0,1,0,0,4
6618,12,Sao Paulo,13.0,5.0,0.28,264.0,0.78,14.0,3,0,0,2
6620,12,Bahia,16.0,7.0,0.53,411.0,0.74,15.0,1,0,1,5
6620,12,Chapecoense,16.0,4.0,0.47,360.0,0.76,16.0,1,0,0,10
6621,12,Botafogo-RJ,12.0,3.0,0.37,290.0,0.76,16.0,2,0,3,4
6621,12,Flamengo,15.0,5.0,0.63,488.0,0.86,23.0,5,0,0,5
6622,12,Santos,18.0,10.0,0.6,435.0,0.81,9.0,2,0,4,15
6622,12,Avai,11.0,4.0,0.4,308.0,0.73,13.0,2,0,0,4
6624,12,Fortaleza,14.0,3.0,0.48,408.0,0.87,18.0,2,0,2,1
6624,12,Corinthians,14.0,5.0,0.52,450.0,0.87,16.0,1,0,1,1
6623,12,Goias,16.0,2.0,0.45,397.0,0.85,14.0,1,0,1,7
6623,12,Atletico-MG,11.0,5.016304347826087,0.55,486.0,0.87,9.0,0,0,3,4
6625,12,Gremio,15.0,4.743243243243243,0.6,526.0,0.85,13.0,2,0,2,6
6625,12,CSA,10.0,2.0,0.4,350.0,0.82,13.0,4,0,0,2
6627,13,Fluminense,22.0,6.0,0.61,640.0,0.88,8.0,1,0,0,8
6627,13,Internacional,15.0,4.0,0.39,412.0,0.83,12.0,2,0,0,5
6626,13,Fortaleza,11.0,4.0,0.65,427.0,0.81,16.0,0,1,2,4
6626,13,Ceara,11.0,4.0,0.35,229.0,0.62,14.0,3,0,4,8
6628,13,Goias,20.0,2.0,0.38,311.0,0.79,8.0,4,0,1,6
6628,13,Santos,19.0,10.0,0.62,500.0,0.84,15.0,3,0,4,6
6629,13,Botafogo-RJ,9.0,5.0,0.4,368.0,0.78,11.0,1,0,0,1
6629,13,Avai,30.0,4.0,0.6,507.0,0.85,12.0,2,1,3,16
6630,13,Flamengo,13.0,1.0,0.69,582.0,0.82,14.0,1,0,2,7
6630,13,Bahia,10.0,7.0,0.31,273.0,0.65,18.0,1,1,4,4
6631,13,Corinthians,9.0,7.0,0.5,371.0,0.79,11.0,1,0,1,3
6631,13,Palmeiras,8.0,6.0,0.5,373.0,0.77,24.0,3,0,3,5
6632,13,CSA,12.0,2.0,0.43,395.0,0.72,14.0,1,0,1,5
6632,13,Vasco,18.0,2.0,0.57,511.0,0.83,13.0,4,0,0,8
6633,13,Atletico-MG,15.0,6.0,0.38,359.0,0.82,19.0,2,0,0,6
6633,13,Cruzeiro,14.0,4.0,0.62,595.0,0.88,13.0,3,0,2,6
6634,13,Gremio,23.0,9.0,0.69,583.0,0.88,17.0,4,0,3,11
6634,13,Chapecoense,9.0,4.0,0.31,268.0,0.71,16.0,3,0,0,3
6575,7,Corinthians,19.0,6.0,0.64,575.0,0.89,13.0,1,0,0,6
6575,7,Goias,11.0,3.0,0.36,318.0,0.79,11.0,2,1,4,5
6636,14,Chapecoense,14.0,3.0,0.61,459.0,0.83,11.0,2,0,1,4
6636,14,Ceara,8.0,5.0,0.39,292.0,0.79,20.0,3,0,4,2
6637,14,Sao Paulo,20.0,7.0,0.42,263.0,0.71,21.0,6,0,1,5
6637,14,Santos,14.0,3.0,0.58,367.0,0.76,15.0,1,0,1,2
6638,14,Flamengo,18.0,5.0,0.58,506.0,0.86,14.0,4,0,0,4
6638,14,Gremio,7.0,2.0,0.42,380.0,0.82,15.0,2,0,1,3
6639,14,Atletico-MG,19.0,9.0,0.41,373.0,0.8,14.0,4,0,4,3
6639,14,Fluminense,21.0,7.0,0.59,527.0,0.87,13.0,2,1,2,5
6640,14,Internacional,7.0,1.0,0.56,551.0,0.84,16.0,3,0,3,9
6640,14,Corinthians,8.0,1.0,0.44,447.0,0.78,8.0,2,0,0,3
6641,14,Palmeiras,17.0,9.0,0.41,287.0,0.78,15.0,6,1,1,8
6641,14,Bahia,7.0,4.0,0.59,428.0,0.84,19.0,3,1,1,3
6642,14,Cruzeiro,14.0,6.0,0.51,386.0,0.77,15.0,1,1,2,1
6642,14,Avai,13.0,3.0,0.49,360.0,0.75,15.0,4,1,3,5
6643,14,Athletico-PR,17.0,8.0,0.54,426.0,0.8,12.0,1,0,0,7
6643,14,Botafogo-RJ,13.0,6.0,0.46,367.0,0.78,11.0,3,0,1,7
6644,14,Goias,19.0,5.0,0.55,420.0,0.83,14.0,4,0,2,3
6644,14,Vasco,12.0,5.0,0.45,350.0,0.74,22.0,3,1,1,4
6645,14,Fortaleza,6.0,3.0,0.48,450.0,0.85,13.0,1,0,4,3
6645,14,CSA,16.0,5.0,0.52,470.0,0.87,19.0,3,0,3,2
6649,15,Atletico-MG,15.263440860215054,5.016304347826087,0.5660752688172044,500.89784946236557,0.8338709677419355,14.510752688172044,0,0,0,0
6649,15,Athletico-PR,13.117647058823529,4.385542168674699,0.5105882352941177,435.6941176470588,0.8134117647058824,15.48235294117647,0,0,0,0
6646,15,Botafogo-RJ,8.0,3.0,0.57,545.0,0.89,13.0,3,0,2,2
6646,15,Corinthians,18.0,9.0,0.43,393.0,0.87,17.0,2,0,2,7
6647,15,Fortaleza,15.0,4.0,0.55,485.0,0.87,14.0,1,1,0,7
6647,15,Internacional,7.0,2.0,0.45,413.0,0.84,14.0,2,0,4,0
6648,15,Vasco,11.0,6.0,0.42,347.0,0.82,12.0,0,0,0,7
6648,15,Flamengo,17.0,10.0,0.58,491.0,0.87,18.0,3,0,0,7
6650,15,Gremio,14.0,3.0,0.68,634.0,0.89,13.0,0,0,0,3
6650,15,Palmeiras,15.0,7.0,0.32,304.0,0.79,14.0,0,0,1,2
6651,15,Fluminense,33.0,12.0,0.68,686.0,0.91,7.0,1,0,1,7
6651,15,CSA,5.0,3.0,0.32,344.0,0.72,16.0,2,0,1,1
6654,15,Cruzeiro,21.0,10.0,0.66,576.0,0.92,16.0,2,0,1,8
6654,15,Santos,4.0,2.0,0.34,297.0,0.83,7.0,0,1,1,4
6653,15,Bahia,14.0,3.0,0.47,436.0,0.81,7.0,2,1,1,6
6653,15,Goias,11.0,4.0,0.53,471.0,0.81,13.0,3,0,1,6
6652,15,Ceara,10.0,5.0,0.41,316.0,0.72,16.0,2,0,0,11
6652,15,Sao Paulo,12.0,6.0,0.59,463.0,0.82,12.0,3,0,4,5
6655,15,Chapecoense,12.0,1.0,0.41,317.0,0.68,25.0,1,0,2,5
6655,15,Avai,5.0,3.2739726027397262,0.59,449.0,0.77,15.0,0,0,2,3
6635,13,Sao Paulo,13.063829787234043,4.403225806451613,0.5421808510638297,456.5425531914894,0.8173936170212766,16.085106382978722,0,0,0,0
6635,13,Athletico-PR,13.117647058823529,4.385542168674699,0.5105882352941177,435.6941176470588,0.8134117647058824,15.48235294117647,0,0,0,0
6656,16,Atletico-MG,21.0,7.0,0.57,501.0,0.82,17.0,0,0,1,6
6656,16,Bahia,6.0,5.0,0.43,391.0,0.75,16.0,2,0,0,3
6657,16,Athletico-PR,13.117647058823529,4.385542168674699,0.5105882352941177,435.6941176470588,0.8134117647058824,15.48235294117647,0,0,0,0
6657,16,Gremio,13.826666666666666,4.743243243243243,0.5484,503.38,0.838,14.28,0,0,0,0
6658,16,Goias,7.0,4.0,0.26,203.0,0.68,9.0,2,1,0,5
6658,16,Internacional,11.0,5.0,0.74,611.0,0.88,14.0,2,0,3,5
6659,16,Sao Paulo,3.0,1.0,0.48,449.0,0.83,16.0,3,1,2,1
6659,16,Vasco,18.0,7.0,0.52,473.0,0.85,19.0,4,0,0,2
6660,16,Santos,17.0,10.0,0.61,486.0,0.86,14.0,3,0,1,3
6660,16,Fortaleza,9.0,5.0,0.39,312.0,0.77,22.0,3,0,0,5
6663,16,Cruzeiro,13.0,6.0,0.53,497.0,0.86,14.0,3,0,1,4
6663,16,CSA,18.0,3.0,0.47,441.0,0.86,17.0,3,0,3,6
6661,16,Flamengo,10.0,5.0,0.48,404.0,0.8,14.0,0,0,3,2
6661,16,Ceara,16.0,4.0,0.52,412.0,0.82,11.0,3,0,4,9
6662,16,Avai,12.0,2.0,0.48,399.0,0.78,19.0,0,1,2,4
6662,16,Corinthians,8.0,4.0,0.52,420.0,0.78,15.0,1,1,2,2
6664,16,Chapecoense,15.0,5.0,0.39,285.0,0.69,16.0,1,0,2,4
6664,16,Botafogo-RJ,15.0,2.0,0.61,450.0,0.84,13.0,2,0,0,5
6666,17,Gremio,7.0,3.0,0.45,426.0,0.79,9.0,1,0,0,5
6666,17,Sao Paulo,19.0,4.0,0.55,496.0,0.81,10.0,0,1,0,5
6667,17,Bahia,15.0,7.0,0.67,538.0,0.84,15.0,1,0,0,8
6667,17,CSA,8.0,2.0,0.33,285.0,0.69,17.0,1,0,3,2
6669,17,Ceara,9.0,5.0,0.31,247.0,0.61,15.0,3,0,2,4
6669,17,Athletico-PR,11.0,4.0,0.69,534.0,0.82,14.0,1,0,0,10
6668,17,Santos,12.0,4.0,0.48,386.0,0.8,19.0,4,0,3,5
6668,17,Chapecoense,8.0,5.0,0.52,399.0,0.82,17.0,2,0,1,5
6670,17,Botafogo-RJ,17.0,7.0,0.51,496.0,0.85,6.0,4,0,1,1
6670,17,Internacional,16.0,9.0,0.49,485.0,0.83,10.0,4,0,0,8
6671,17,Palmeiras,2.0,5.255434782608695,0.34,341.0,0.79,16.0,2,1,3,1
6671,17,Flamengo,12.0,4.0,0.66,658.0,0.9,15.0,2,0,0,1
6672,17,Fortaleza,11.0,3.0,0.52,389.0,0.82,21.0,3,0,0,5
6672,17,Goias,7.0,2.0,0.48,365.0,0.81,14.0,1,1,4,3
6673,17,Cruzeiro,11.0,3.0,0.57,501.0,0.89,14.0,3,0,2,3
6673,17,Vasco,12.0,2.0,0.43,364.0,0.83,15.0,4,0,1,11
6674,17,Corinthians,14.0,5.0,0.45,484.0,0.86,9.0,0,0,0,10
6674,17,Atletico-MG,11.0,5.0,0.55,607.0,0.86,14.0,1,0,1,4
6675,17,Avai,7.0,2.0,0.39,344.0,0.78,15.0,1,0,0,2
6675,17,Fluminense,26.0,10.0,0.61,509.0,0.88,14.0,3,0,0,12
6677,18,Ceara,12.0,6.0,0.39,320.0,0.81,10.0,1,0,2,8
6677,18,Corinthians,13.0,2.0,0.61,508.0,0.86,9.0,1,0,2,5
6676,18,Vasco,21.0,4.0,0.57,453.0,0.82,15.0,3,0,2,4
6676,18,Bahia,9.0,3.0,0.43,354.0,0.71,19.0,1,0,1,3
6678,18,Flamengo,9.0,5.0,0.59,540.0,0.86,9.0,2,0,1,8
6678,18,Avai,8.0,2.0,0.41,378.0,0.81,15.0,1,1,1,4
6679,18,Fortaleza,18.0,8.0,0.46,413.0,0.86,13.0,1,0,2,5
6679,18,Fluminense,9.0,4.0,0.54,472.0,0.86,15.0,2,0,4,4
6680,18,Sao Paulo,9.0,4.0,0.49,442.0,0.77,16.0,5,0,1,2
6680,18,Internacional,13.0,4.0,0.51,445.0,0.81,14.0,1,0,3,9
6681,18,Palmeiras,18.0,9.0,0.66,516.0,0.83,21.0,0,1,2,7
6681,18,Goias,9.0,2.0,0.34,276.0,0.74,11.0,5,0,1,3
6682,18,Cruzeiro,19.0,8.0,0.52,571.0,0.91,11.0,2,0,0,7
6682,18,Gremio,12.0,4.0,0.48,533.0,0.91,10.0,1,0,0,2
6683,18,Athletico-PR,9.0,4.0,0.38,289.0,0.68,15.0,6,0,1,3
6683,18,Santos,22.0,11.0,0.62,437.0,0.77,8.0,3,0,1,11
6684,18,Atletico-MG,18.0,6.0,0.53,482.0,0.88,14.0,2,1,4,8
6684,18,Botafogo-RJ,11.0,6.0,0.47,435.0,0.84,14.0,4,0,2,2
6685,18,CSA,10.0,4.0,0.48,312.0,0.76,22.0,3,0,3,3
6685,18,Chapecoense,15.0,3.0,0.52,320.0,0.72,14.0,1,2,0,7
6665,16,Palmeiras,15.0,8.0,0.46,406.0,0.83,12.0,0,0,0,3
6665,16,Fluminense,12.0,1.0,0.54,463.0,0.87,11.0,2,0,2,7
6686,19,Santos,6.0,4.5,0.48,349.0,0.74,24.0,5,0,3,1
6686,19,Flamengo,12.0,2.0,0.52,379.0,0.7,20.0,2,0,1,3
6687,19,Vasco,15.0,8.0,0.44,334.0,0.77,22.0,5,0,1,5
6687,19,Chapecoense,19.0,7.0,0.56,400.0,0.81,14.0,2,0,0,7
6688,19,Cruzeiro,7.0,3.0,0.42,351.0,0.77,19.0,3,0,0,4
6688,19,Palmeiras,13.0,3.0,0.58,461.0,0.86,20.0,2,0,1,4
6689,19,Botafogo-RJ,3.0,4.123287671232877,0.61,570.0,0.87,5.0,1,0,0,0
6689,19,Ceara,23.0,6.0,0.39,347.0,0.78,11.0,1,0,5,18
6691,19,Atletico-MG,25.0,11.0,0.61,659.0,0.88,6.0,0,0,0,10
6691,19,Internacional,15.0,9.0,0.39,435.0,0.83,14.0,1,0,1,0
