partida_id,rodata,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
7118,24,Botafogo-RJ,13.0,3.0,0.34,293.0,0.73,16.0,1,1,0,5
7118,24,Flamengo,14.0,3.0,0.66,569.0,0.89,26.0,1,1,0,7
7117,24,Palmeiras,11.0,5.0,0.4,263.0,0.69,16.0,3,1,0,7
7117,24,Santos,15.0,5.0,0.6,386.0,0.8,14.0,3,0,2,8
7119,24,Fluminense,27.0,13.0,0.7,578.0,0.88,16.0,4,0,2,15
7119,24,Athletico-PR,5.0,1.0,0.3,254.0,0.73,18.0,2,1,0,2
7120,24,Bahia,9.0,2.0,0.53,450.0,0.83,12.0,2,0,1,6
7120,24,Ceara,11.0,5.0,0.47,412.0,0.86,17.0,2,0,1,4
7121,24,Coritiba,9.0,3.0,0.43,334.0,0.7,17.0,4,0,2,3
7121,24,Bragantino,23.0,5.0,0.57,423.0,0.79,26.0,3,0,0,12
7122,24,Sport,4.0,3.5943396226415096,0.36,381.0,0.79,17.0,4,0,3,1
7122,24,Sao Paulo,13.0,7.0,0.64,647.0,0.89,17.0,4,0,0,11
7123,24,Gremio,22.0,10.0,0.6,604.0,0.89,9.0,2,0,1,5
7123,24,Vasco,6.0,3.0,0.4,408.0,0.85,8.0,1,0,1,3
7124,24,Atletico-MG,9.0,2.0,0.64,584.0,0.85,18.0,2,0,4,3
7124,24,Internacional,10.0,3.0,0.36,315.0,0.76,14.0,6,0,5,4
7125,24,Goias,10.0,2.0,0.32,207.0,0.63,21.0,3,0,2,1
7125,24,Atletico-GO,12.0,3.0,0.68,421.0,0.85,17.0,3,0,4,15
7065,18,Sao Paulo,31.0,14.0,0.66,646.0,0.9,12.0,0,0,1,12
7065,18,Botafogo-RJ,8.0,1.0,0.34,353.0,0.8,8.0,2,1,0,0
7126,25,Atletico-MG,10.0,3.0,0.58,488.0,0.86,13.0,2,0,4,3
7126,25,Athletico-PR,16.0,5.0,0.42,353.0,0.79,20.0,2,0,4,5
7127,25,Fortaleza,13.0,5.0,0.47,388.0,0.74,18.0,2,0,2,5
7127,25,Bragantino,14.0,7.0,0.53,420.0,0.82,17.0,3,0,0,2
7128,25,Internacional,12.0,3.0,0.48,416.0,0.82,23.0,4,0,0,4
7128,25,Botafogo-RJ,12.0,2.0,0.52,445.0,0.84,19.0,5,0,0,6
7129,25,Palmeiras,15.0,7.0,0.6,511.0,0.88,11.0,2,0,4,8
7129,25,Bahia,18.0,7.0,0.4,343.0,0.84,20.0,3,0,1,7
7130,25,Goias,12.0,2.0,0.39,298.0,0.73,12.0,4,0,0,4
7130,25,Gremio,17.0,5.0,0.61,446.0,0.8,10.0,1,0,2,9
7131,25,Atletico-GO,12.0,6.0,0.6,500.0,0.83,15.0,3,0,2,8
7131,25,Ceara,8.0,3.0,0.4,344.0,0.76,13.0,0,0,3,2
7132,25,Flamengo,12.0,4.0,0.56,457.0,0.86,12.0,2,0,3,6
7132,25,Santos,6.0,3.0,0.44,366.0,0.82,11.0,1,0,2,4
7133,25,Sao Paulo,17.0,6.0,0.62,501.0,0.83,8.0,1,0,1,5
7133,25,Corinthians,14.0,5.0,0.38,313.0,0.7,12.0,0,0,0,4
7134,25,Sport,20.0,6.0,0.55,447.0,0.85,20.0,0,0,0,7
7134,25,Coritiba,14.0,3.0,0.45,373.0,0.81,14.0,1,0,0,6
7135,25,Fluminense,10.0,4.0,0.56,516.0,0.86,14.0,2,0,0,2
7135,25,Vasco,20.0,4.0,0.44,404.0,0.84,21.0,6,0,1,4
7136,26,Atletico-MG,14.0,6.0,0.53,533.0,0.85,10.0,2,1,3,3
7136,26,Sao Paulo,17.0,7.0,0.47,485.0,0.82,9.0,2,0,3,5
7137,26,Fluminense,5.0,2.0,0.61,453.0,0.85,18.0,4,0,0,6
7137,26,Atletico-GO,11.0,5.0,0.39,278.0,0.78,17.0,3,0,0,11
7138,26,Sport,9.0,2.0,0.43,402.0,0.85,21.0,2,0,2,3
7138,26,Gremio,13.0,1.0,0.57,518.0,0.87,9.0,1,1,2,7
7139,26,Palmeiras,13.0,5.255434782608695,0.59,440.0,0.8,23.0,2,0,1,8
7139,26,Internacional,12.0,4.0,0.41,327.0,0.75,13.0,4,0,1,4
7140,26,Botafogo-RJ,18.0,3.0,0.55,409.0,0.88,18.0,1,0,2,11
7140,26,Coritiba,10.0,4.0,0.45,344.0,0.79,14.0,3,0,2,4
7142,26,Vasco,4.0,2.0,0.35,255.0,0.73,26.0,2,0,0,1
7142,26,Santos,18.0,5.0,0.65,453.0,0.85,15.0,0,0,1,2
7141,26,Bragantino,21.0,6.0,0.71,506.0,0.84,8.0,2,0,6,17
7141,26,Athletico-PR,4.0,1.0,0.29,223.0,0.65,17.0,5,0,6,4
7143,26,Bahia,17.0,6.0,0.52,396.0,0.89,22.0,3,1,1,8
7143,26,Flamengo,16.0,5.0,0.48,379.0,0.85,17.0,1,1,2,7
7144,26,Fortaleza,10.0,4.263513513513513,0.61,402.0,0.82,18.0,1,1,0,5
7144,26,Ceara,6.0,5.0,0.39,266.0,0.76,17.0,1,0,0,1
7145,26,Corinthians,19.0,6.0,0.64,537.0,0.84,11.0,1,0,5,12
7145,26,Goias,17.0,7.0,0.36,304.0,0.75,15.0,0,0,2,4
7146,27,Atletico-MG,25.0,9.0,0.71,664.0,0.93,15.0,0,0,0,13
7146,27,Coritiba,7.0,3.0,0.29,277.0,0.82,13.0,0,0,2,3
7147,27,Goias,10.0,3.0,0.38,315.0,0.69,22.0,4,0,0,4
7147,27,Sport,16.0,4.0,0.62,500.0,0.78,18.0,1,0,4,5
7148,27,Flamengo,13.0,2.0,0.64,519.0,0.86,14.0,3,0,0,4
7148,27,Fortaleza,11.0,4.0,0.36,293.0,0.79,22.0,3,0,1,4
7149,27,Sao Paulo,12.0,5.0,0.59,579.0,0.87,22.0,1,0,0,2
7149,27,Fluminense,8.0,1.0,0.41,401.0,0.81,17.0,3,0,0,0
7150,27,Botafogo-RJ,11.0,1.0,0.46,451.0,0.78,19.0,1,0,2,2
7150,27,Corinthians,13.0,6.0,0.54,508.0,0.81,20.0,1,0,2,7
7151,27,Internacional,15.0,10.0,0.48,357.0,0.79,12.0,1,0,2,7
7151,27,Bahia,14.0,3.0,0.52,377.0,0.77,18.0,3,0,0,6
7152,27,Vasco,12.0,4.0,0.44,373.0,0.84,11.0,1,0,3,5
7152,27,Athletico-PR,16.0,8.0,0.56,480.0,0.88,14.0,0,0,1,6
7153,27,Palmeiras,6.0,1.0,0.41,343.0,0.8,10.0,3,0,1,5
7153,27,Bragantino,20.0,2.0,0.59,486.0,0.84,6.0,0,0,1,8
7154,27,Santos,11.0,5.0,0.65,473.0,0.86,15.0,2,0,2,11
7154,27,Ceara,11.0,4.0,0.35,263.0,0.72,24.0,3,0,1,2
7155,27,Atletico-GO,9.0,2.0,0.55,480.0,0.85,15.0,3,0,1,9
7155,27,Gremio,10.0,4.0,0.45,404.0,0.8,11.0,2,0,1,5
7156,28,Bahia,17.0,5.0,0.51,419.0,0.82,17.0,4,0,1,10
7156,28,Gremio,11.0,2.0,0.49,407.0,0.83,11.0,2,0,0,3
7157,28,Botafogo-RJ,24.0,8.0,0.62,506.0,0.88,14.0,3,0,4,3
7157,28,Athletico-PR,8.0,4.0,0.38,329.0,0.78,21.0,2,0,1,3
7159,28,Sport,6.0,1.0,0.35,269.0,0.73,14.0,3,0,0,4
7159,28,Fortaleza,17.0,1.0,0.65,491.0,0.85,12.0,1,0,1,8
7158,28,Coritiba,16.0,2.0,0.57,467.0,0.82,13.0,4,0,2,6
7158,28,Goias,11.0,5.0,0.43,359.0,0.71,17.0,3,0,2,4
7160,28,Fluminense,11.0,5.0,0.28,258.0,0.69,22.0,4,0,2,4
7160,28,Flamengo,19.0,8.0,0.72,672.0,0.86,12.0,1,0,0,11
7161,28,Bragantino,23.0,10.0,0.47,458.0,0.86,17.0,2,0,0,4
7161,28,Sao Paulo,8.0,4.0,0.53,493.0,0.86,4.0,2,1,3,5
7162,28,Ceara,19.0,6.0,0.61,495.0,0.86,18.0,6,0,0,7
7162,28,Internacional,8.0,3.0,0.39,328.0,0.79,16.0,4,0,0,4
7163,28,Vasco,15.0,6.0,0.56,423.0,0.82,17.0,2,0,2,4
7163,28,Atletico-GO,8.0,3.0,0.44,339.0,0.74,19.0,3,0,2,3
7167,29,Athletico-PR,3.0,1.0,0.6,584.0,0.86,10.0,1,0,0,2
7167,29,Coritiba,13.0,2.0,0.4,389.0,0.82,11.0,2,0,0,3
7166,29,Palmeiras,12.0,4.0,0.41,366.0,0.76,21.0,3,0,2,6
7166,29,Sport,11.0,5.0,0.59,518.0,0.85,15.0,5,0,2,7
7168,29,Gremio,11.0,3.0,0.45,366.0,0.82,12.0,2,0,1,5
7168,29,Fortaleza,14.0,5.0,0.55,447.0,0.84,17.0,4,0,3,4
7169,29,Sao Paulo,26.0,5.0,0.69,531.0,0.89,19.0,2,0,0,8
7169,29,Santos,7.0,2.0,0.31,249.0,0.67,21.0,4,0,0,3
7170,29,Flamengo,21.0,5.0,0.75,675.0,0.9,10.0,3,0,3,6
7170,29,Ceara,8.0,4.0,0.25,233.0,0.72,12.0,1,0,0,1
7171,29,Atletico-GO,13.0,6.0,0.42,301.0,0.75,20.0,2,0,3,6
7171,29,Bahia,16.0,4.0,0.58,424.0,0.84,18.0,0,0,1,6
7172,29,Goias,14.0,4.0,0.59,479.0,0.8,14.0,2,0,1,2
7172,29,Internacional,10.0,3.0,0.41,332.0,0.78,14.0,0,0,2,6
7173,29,Vasco,18.0,7.0,0.51,465.0,0.82,11.0,1,0,0,6
7173,29,Botafogo-RJ,12.0,5.0,0.49,458.0,0.84,13.0,0,0,4,3
7174,29,Bragantino,11.0,4.0,0.44,390.0,0.79,15.0,4,0,0,6
7174,29,Atletico-MG,19.0,6.0,0.56,490.0,0.83,11.0,0,0,1,6
7175,29,Corinthians,19.0,8.0,0.58,522.0,0.85,17.0,1,0,1,3
7175,29,Fluminense,14.0,2.0,0.42,387.0,0.82,15.0,2,0,3,3
7176,30,Gremio,12.0,7.0,0.55,530.0,0.87,10.0,1,0,0,7
7176,30,Palmeiras,16.0,6.0,0.45,431.0,0.89,22.0,3,0,2,3
7177,30,Sport,10.0,3.5943396226415096,0.34,276.0,0.72,18.0,1,1,1,4
7177,30,Fluminense,11.0,1.0,0.66,540.0,0.85,23.0,1,0,2,5
7178,30,Coritiba,13.0,4.0,0.47,468.0,0.88,13.0,2,0,0,2
7178,30,Vasco,10.0,3.0,0.53,507.0,0.87,10.0,2,1,1,10
7179,30,Sao Paulo,9.0,2.0,0.6,551.0,0.89,14.0,1,0,8,3
7179,30,Athletico-PR,8.0,3.0,0.4,376.0,0.8,10.0,2,0,0,1
7180,30,Santos,23.0,5.0,0.59,410.0,0.85,8.0,2,0,2,15
7180,30,Botafogo-RJ,7.0,3.0,0.41,285.0,0.78,24.0,1,0,3,6
7181,30,Atletico-MG,22.0,6.0,0.61,547.0,0.87,13.0,2,0,0,10
7181,30,Atletico-GO,13.0,3.0,0.39,356.0,0.81,14.0,3,0,2,9
7182,30,Ceara,12.0,3.0,0.36,290.0,0.73,13.0,1,0,1,6
7182,30,Bragantino,15.0,7.0,0.64,494.0,0.87,16.0,2,0,0,9
7183,30,Fortaleza,10.0,2.0,0.55,443.0,0.83,17.0,3,0,1,1
7183,30,Internacional,11.0,5.0,0.45,352.0,0.8,24.0,0,0,0,6
7164,28,Corinthians,10.0,4.0,0.43,327.0,0.77,11.0,3,1,0,7
7164,28,Palmeiras,15.0,9.0,0.57,430.0,0.86,14.0,2,0,3,7
7184,30,Flamengo,12.0,6.0,0.6,526.0,0.84,13.0,1,0,3,5
7184,30,Goias,9.0,3.0,0.4,357.0,0.75,24.0,5,0,1,4
7186,31,Atletico-GO,14.0,5.0,0.52,384.0,0.83,14.0,3,0,1,6
7186,31,Botafogo-RJ,17.0,5.0,0.48,365.0,0.78,17.0,2,0,2,3
7187,31,Athletico-PR,12.0,1.0,0.6,528.0,0.89,14.0,0,0,2,4
7187,31,Bahia,11.0,4.0,0.4,347.0,0.81,15.0,2,0,3,9
7188,31,Gremio,8.0,3.0,0.58,637.0,0.84,11.0,1,0,1,3
7188,31,Atletico-MG,10.0,4.0,0.42,470.0,0.79,7.0,1,0,2,1
7189,31,Coritiba,9.0,4.0,0.41,340.0,0.78,21.0,1,1,1,2
7189,31,Fluminense,20.0,5.0,0.59,459.0,0.84,10.0,4,1,1,12
7191,31,Bragantino,20.0,9.0,0.54,525.0,0.86,12.0,0,0,1,3
7191,31,Vasco,8.0,4.0,0.46,455.0,0.79,17.0,0,0,0,3
7190,31,Sao Paulo,11.0,5.0,0.71,624.0,0.86,15.0,2,0,0,7
7190,31,Internacional,19.0,7.0,0.29,257.0,0.75,19.0,1,0,2,2
7192,31,Palmeiras,6.0,5.255434782608695,0.49,444.0,0.8,15.0,2,0,2,1
7192,31,Flamengo,15.0,6.0,0.51,460.0,0.82,26.0,2,0,1,4
7193,31,Santos,12.0,3.0,0.53,378.0,0.82,14.0,0,0,1,5
7193,31,Fortaleza,10.0,3.0,0.47,340.0,0.78,20.0,3,0,4,7
7194,31,Ceara,12.0,4.0,0.42,385.0,0.78,11.0,0,0,0,1
7194,31,Goias,14.0,2.0,0.58,513.0,0.82,12.0,1,0,1,6
7195,31,Corinthians,20.0,12.0,0.62,545.0,0.83,9.0,1,0,2,6
7195,31,Sport,10.0,4.0,0.38,348.0,0.77,7.0,0,0,3,5
7196,32,Coritiba,10.0,3.0,0.35,367.0,0.76,16.0,2,0,0,2
7196,32,Sao Paulo,18.0,6.0,0.65,641.0,0.89,19.0,1,0,1,7
7197,32,Vasco,6.0,3.0,0.25,234.0,0.72,15.0,4,0,0,2
7197,32,Atletico-MG,17.0,4.0,0.75,684.0,0.9,11.0,1,0,0,9
7198,32,Gremio,9.0,3.0,0.55,467.0,0.82,15.0,2,0,1,1
7198,32,Internacional,17.0,4.0,0.45,382.0,0.81,19.0,2,0,0,6
7200,32,Ceara,9.0,3.0,0.4,338.0,0.79,9.0,2,1,3,2
7200,32,Palmeiras,12.0,4.0,0.6,480.0,0.85,16.0,5,0,6,7
7199,32,Flamengo,12.0,2.0,0.59,556.0,0.88,11.0,0,0,1,3
7199,32,Athletico-PR,11.0,8.0,0.41,384.0,0.82,20.0,2,0,4,3
7202,32,Bahia,9.0,2.0,0.42,335.0,0.77,8.0,0,0,1,3
7202,32,Sport,19.0,6.0,0.58,456.0,0.83,16.0,3,0,5,10
7203,32,Santos,20.0,9.0,0.64,476.0,0.87,11.0,4,0,4,11
7203,32,Goias,17.0,6.0,0.36,269.0,0.71,19.0,4,0,2,3
7201,32,Atletico-GO,7.0,3.0,0.45,329.0,0.79,12.0,2,0,0,5
7201,32,Fortaleza,11.0,3.0,0.55,395.0,0.82,13.0,1,1,2,5
7204,32,Botafogo-RJ,5.0,4.123287671232877,0.52,435.0,0.81,20.0,1,0,1,1
7204,32,Fluminense,12.0,5.0,0.48,394.0,0.83,20.0,2,0,0,2
7205,32,Bragantino,13.0,4.0,0.4,378.0,0.72,14.0,4,0,3,3
7205,32,Corinthians,13.0,5.0,0.6,546.0,0.77,16.0,5,0,2,8
6895,1,Vasco,12.0,3.0,0.45,390.0,0.78,11.0,1,0,2,3
6895,1,Palmeiras,14.0,3.0,0.55,477.0,0.84,19.0,1,0,0,6
7165,28,Santos,5.0,3.0,0.34,341.0,0.75,14.0,1,0,0,2
7165,28,Atletico-MG,10.0,5.0,0.66,665.0,0.87,10.0,1,0,1,4
7115,23,Flamengo,14.0,6.0,0.49,531.0,0.88,24.0,3,0,0,5
7115,23,Gremio,8.0,5.0,0.51,548.0,0.87,15.0,5,0,1,2
7185,30,Bahia,8.0,7.0,0.41,291.0,0.7,24.0,3,0,0,3
7185,30,Corinthians,15.0,5.0,0.59,382.0,0.77,19.0,1,0,1,10
7208,33,Sao Paulo,13.0,3.0,0.6,498.0,0.85,9.0,1,0,1,5
7208,33,Atletico-GO,11.0,3.0,0.4,335.0,0.73,13.0,3,0,1,8
7206,33,Vasco,8.0,5.0,0.49,400.0,0.87,15.0,1,1,0,6
7206,33,Bahia,9.0,2.0,0.51,418.0,0.85,16.0,3,0,1,6
7207,33,Ceara,9.0,2.0,0.45,379.0,0.81,15.0,0,0,1,4
7207,33,Athletico-PR,11.0,2.0,0.55,454.0,0.83,18.0,2,0,2,4
7209,33,Coritiba,8.0,2.0,0.47,407.0,0.84,26.0,3,0,0,2
7209,33,Gremio,20.0,3.0,0.53,469.0,0.87,12.0,3,0,2,3
7210,33,Atletico-MG,12.0,5.0,0.73,787.0,0.91,16.0,0,0,3,5
7210,33,Fortaleza,4.0,1.0,0.27,301.0,0.78,15.0,1,0,2,1
7211,33,Bragantino,16.0,6.0,0.64,538.0,0.84,12.0,0,0,0,7
7211,33,Internacional,12.0,3.0,0.36,308.0,0.73,11.0,3,0,0,3
7212,33,Goias,12.0,3.706422018348624,0.57,490.0,0.83,15.0,2,0,0,2
7212,33,Fluminense,17.0,6.0,0.43,372.0,0.79,9.0,1,0,1,7
7213,33,Flamengo,21.0,9.0,0.62,563.0,0.87,20.0,2,0,1,6
7213,33,Sport,8.0,2.0,0.38,349.0,0.81,15.0,2,0,0,2
7214,33,Palmeiras,17.0,2.0,0.54,437.0,0.87,16.0,2,0,1,12
7214,33,Botafogo-RJ,18.0,3.0,0.46,388.0,0.83,10.0,1,0,0,6
7216,34,Santos,9.0,6.0,0.37,313.0,0.79,20.0,1,1,0,3
7216,34,Gremio,17.0,6.0,0.63,539.0,0.88,12.0,5,0,1,5
7217,34,Atletico-GO,8.0,1.0,0.48,388.0,0.73,7.0,3,0,1,3
7217,34,Bragantino,21.0,10.0,0.52,414.0,0.8,15.0,3,0,2,8
7218,34,Ceara,7.0,1.0,0.65,561.0,0.83,14.0,0,0,2,3
7218,34,Corinthians,18.0,7.0,0.35,305.0,0.73,18.0,0,0,2,8
7219,34,Atletico-MG,19.0,2.0,0.77,819.0,0.89,13.0,3,0,4,8
7219,34,Goias,3.0,1.0,0.23,249.0,0.67,13.0,3,0,2,1
7220,34,Bahia,12.0,6.0,0.55,521.0,0.88,15.0,1,0,0,4
7220,34,Fluminense,13.0,6.0,0.45,435.0,0.85,11.0,1,0,2,1
7221,34,Fortaleza,15.0,7.0,0.54,400.0,0.83,18.0,2,0,0,4
7221,34,Coritiba,5.0,2.0,0.46,345.0,0.82,15.0,3,2,3,4
7222,34,Vasco,6.0,3.0,0.39,346.0,0.82,15.0,3,0,1,5
7222,34,Flamengo,17.0,6.0,0.61,530.0,0.86,19.0,1,0,0,7
7223,34,Internacional,5.0,1.0,0.3,256.0,0.73,20.0,2,0,1,2
7223,34,Athletico-PR,12.0,4.0,0.7,587.0,0.86,15.0,3,0,2,3
7224,34,Sport,10.0,2.0,0.34,284.0,0.69,19.0,3,0,0,8
7224,34,Botafogo-RJ,25.0,6.0,0.66,542.0,0.85,11.0,1,0,3,10
7226,35,Goias,17.0,6.0,0.53,422.0,0.82,13.0,4,0,1,1
7226,35,Bahia,9.0,7.0,0.47,379.0,0.77,18.0,3,1,1,8
7227,35,Atletico-GO,8.0,3.0,0.3,233.0,0.64,18.0,2,1,1,0
7227,35,Santos,18.0,3.0,0.7,493.0,0.86,13.0,2,0,4,10
7228,35,Bragantino,12.0,5.0,0.45,360.0,0.77,20.0,4,0,1,5
7228,35,Flamengo,15.0,7.0,0.55,433.0,0.77,16.0,2,0,4,4
7229,35,Gremio,13.0,7.0,0.54,468.0,0.86,18.0,0,0,1,2
7229,35,Botafogo-RJ,18.0,6.0,0.46,409.0,0.86,14.0,0,0,1,5
7230,35,Internacional,17.0,2.0,0.6,530.0,0.86,12.0,2,2,0,7
7230,35,Sport,7.0,2.0,0.4,377.0,0.79,11.0,3,0,1,3
7231,35,Vasco,12.0,1.0,0.57,487.0,0.87,14.0,3,0,1,7
7231,35,Fortaleza,17.0,7.0,0.43,390.0,0.82,15.0,2,0,1,5
7232,35,Ceara,8.0,2.0,0.38,338.0,0.78,17.0,4,0,2,4
7232,35,Sao Paulo,18.0,9.0,0.62,518.0,0.84,11.0,4,0,2,8
7233,35,Fluminense,10.0,3.0,0.27,308.0,0.76,8.0,0,0,3,6
7233,35,Atletico-MG,8.0,1.0,0.73,848.0,0.89,13.0,1,0,1,6
7234,35,Corinthians,17.0,8.0,0.44,420.0,0.82,19.0,3,0,1,3
7234,35,Athletico-PR,12.0,7.0,0.56,530.0,0.86,12.0,0,0,0,2
7236,36,Botafogo-RJ,11.0,3.0,0.46,351.0,0.82,26.0,3,1,2,5
7236,36,Goias,11.0,7.0,0.54,415.0,0.84,22.0,4,0,2,2
7237,36,Bahia,13.0,5.0,0.28,298.0,0.77,9.0,1,0,1,2
7237,36,Atletico-MG,21.0,4.0,0.72,745.0,0.9,10.0,1,0,1,6
7238,36,Santos,17.0,6.0,0.57,472.0,0.85,15.0,0,0,3,7
7238,36,Coritiba,8.0,3.0,0.43,362.0,0.83,16.0,4,0,1,3
7239,36,Corinthians,11.0,3.0,0.34,307.0,0.73,16.0,5,0,1,3
7239,36,Flamengo,14.0,5.0,0.66,597.0,0.85,21.0,1,0,4,4
7240,36,Vasco,8.0,4.072727272727272,0.65,460.0,0.83,9.0,1,0,2,3
7240,36,Internacional,16.0,7.0,0.35,257.0,0.71,20.0,6,0,0,9
7241,36,Atletico-GO,11.0,4.0,0.4,306.0,0.79,9.0,1,0,3,4
7241,36,Athletico-PR,8.0,3.0,0.6,453.0,0.86,14.0,3,0,4,7
7242,36,Fortaleza,5.0,1.0,0.32,281.0,0.72,11.0,3,0,0,4
7242,36,Palmeiras,13.0,6.0,0.68,611.0,0.9,16.0,0,0,4,3
7243,36,Gremio,5.0,3.0,0.52,520.0,0.86,19.0,4,1,0,5
7243,36,Sao Paulo,11.0,4.0,0.48,492.0,0.87,18.0,4,0,0,2
7244,36,Fluminense,9.0,4.0,0.48,429.0,0.82,8.0,1,0,0,0
7244,36,Ceara,13.0,5.0,0.52,435.0,0.85,18.0,1,0,0,9
7245,36,Sport,4.0,3.5943396226415096,0.31,273.0,0.65,8.0,3,0,0,1
7245,36,Bragantino,22.0,6.0,0.69,580.0,0.84,10.0,0,0,1,15
7215,33,Corinthians,11.0,4.0,0.54,417.0,0.81,25.0,0,0,2,5
7215,33,Santos,11.0,5.0,0.46,368.0,0.78,24.0,0,0,2,6
7235,35,Coritiba,13.0,4.0,0.47,381.0,0.82,16.0,2,0,1,5
7235,35,Palmeiras,15.0,4.0,0.53,434.0,0.83,20.0,3,1,3,4
7225,34,Sao Paulo,7.0,3.0,0.42,314.0,0.75,16.0,2,0,3,1
7225,34,Palmeiras,8.0,2.0,0.58,431.0,0.83,14.0,1,0,3,5
7246,37,Coritiba,16.0,5.0,0.63,573.0,0.88,14.0,1,0,2,7
7246,37,Ceara,11.0,4.0,0.37,336.0,0.76,9.0,0,0,1,5
7247,37,Fortaleza,11.0,3.0,0.61,547.0,0.9,15.0,3,1,0,2
7247,37,Bahia,12.0,7.0,0.39,353.0,0.84,13.0,3,0,1,0
7249,37,Corinthians,14.0,4.0,0.68,587.0,0.85,23.0,1,0,1,7
7249,37,Vasco,7.0,4.072727272727272,0.32,279.0,0.71,18.0,2,0,6,4
7248,37,Atletico-MG,25.0,10.0,0.61,585.0,0.87,13.0,4,0,0,4
7248,37,Sport,9.0,3.0,0.39,372.0,0.79,16.0,4,0,0,2
7250,37,Flamengo,10.0,4.0,0.6,456.0,0.86,21.0,4,0,3,1
7250,37,Internacional,12.0,3.0,0.4,302.0,0.75,14.0,0,1,0,4
7251,37,Fluminense,7.0,3.0,0.38,281.0,0.75,19.0,4,1,1,4
7251,37,Santos,8.0,2.0,0.62,454.0,0.84,20.0,3,0,1,4
7252,37,Gremio,11.0,2.0,0.5,463.0,0.86,19.0,3,0,1,2
7252,37,Athletico-PR,8.0,2.0,0.5,465.0,0.85,17.0,1,2,4,2
7253,37,Bragantino,14.0,5.0,0.57,405.0,0.77,20.0,0,0,1,11
7253,37,Goias,14.0,1.0,0.43,317.0,0.69,18.0,2,0,1,3
7254,37,Palmeiras,19.0,4.0,0.64,543.0,0.87,20.0,2,0,0,9
7254,37,Atletico-GO,9.0,3.0,0.36,307.0,0.75,13.0,1,0,1,6
7255,37,Botafogo-RJ,19.0,8.0,0.47,428.0,0.85,12.0,3,0,2,4
7255,37,Sao Paulo,7.0,1.0,0.53,457.0,0.83,15.0,5,1,0,3
7264,38,Goias,20.0,5.0,0.52,405.0,0.84,18.0,2,0,2,6
7264,38,Vasco,27.0,12.0,0.48,390.0,0.85,12.0,1,0,2,9
7256,38,Gremio,15.0,2.0,0.44,370.0,0.79,12.0,0,0,0,7
7256,38,Bragantino,19.0,6.0,0.56,471.0,0.82,24.0,4,0,1,3
7257,38,Santos,15.0,5.0,0.52,475.0,0.88,13.0,0,0,1,4
7257,38,Bahia,16.0,5.0,0.48,447.0,0.85,11.0,0,0,2,4
7258,38,Athletico-PR,18.0,8.0,0.56,480.0,0.83,15.0,0,0,2,8
7258,38,Sport,15.0,4.0,0.44,362.0,0.8,10.0,1,0,2,5
7259,38,Atletico-GO,18.0,7.0,0.56,556.0,0.87,8.0,0,0,1,7
7259,38,Coritiba,9.0,1.0,0.44,435.0,0.82,9.0,1,0,1,4
7261,38,Botafogo-RJ,17.0,3.0,0.53,505.0,0.9,4.0,0,0,2,7
7261,38,Ceara,12.0,6.0,0.47,469.0,0.86,7.0,2,1,0,5
7263,38,Atletico-MG,19.0,8.0,0.52,451.0,0.89,22.0,3,0,5,5
7263,38,Palmeiras,9.0,4.0,0.48,424.0,0.8,17.0,0,0,1,4
7265,38,Fortaleza,9.0,2.0,0.52,422.0,0.85,12.0,0,0,1,5
7265,38,Fluminense,9.0,3.0,0.48,401.0,0.86,10.0,0,0,0,3
7260,38,Internacional,16.0,5.0,0.53,418.0,0.8,13.0,0,0,6,12
7260,38,Corinthians,6.0,1.0,0.47,393.0,0.73,16.0,2,0,1,5
7262,38,Sao Paulo,4.0,2.0,0.36,305.0,0.74,27.0,6,0,0,1
7262,38,Flamengo,20.0,1.0,0.64,510.0,0.84,24.0,3,0,2,7
7266,1,Juventude,7.0,3.0,0.4,342.0,0.77,14.0,3,0,1,1
7266,1,Cuiaba,14.0,2.0,0.6,490.0,0.85,14.0,1,0,0,9
7267,1,Santos,12.0,4.0,0.66,563.0,0.88,9.0,3,0,2,11
7267,1,Bahia,5.0,3.0,0.34,304.0,0.75,18.0,3,0,2,4
7268,1,Fluminense,11.0,5.0,0.28,251.0,0.7,12.0,2,0,2,5
7268,1,Sao Paulo,7.0,3.0,0.72,636.0,0.87,10.0,1,0,2,4
7269,1,Fortaleza,18.0,5.0,0.45,329.0,0.82,19.0,4,0,3,4
7269,1,Atletico-MG,13.0,4.0,0.55,398.0,0.81,16.0,2,0,2,5
7271,1,Ceara,12.0,6.0,0.35,277.0,0.7,17.0,3,0,2,5
7271,1,Gremio,12.0,3.0,0.65,520.0,0.83,18.0,3,0,0,4
7270,1,Palmeiras,12.0,5.0,0.38,300.0,0.81,21.0,3,0,3,4
7270,1,Flamengo,14.0,10.0,0.62,503.0,0.87,25.0,2,0,0,3
7273,1,Chapecoense,10.0,2.0,0.43,428.0,0.79,9.0,1,0,0,5
7273,1,Bragantino,18.0,8.0,0.57,552.0,0.87,12.0,0,0,2,7
7272,1,Corinthians,15.0,6.0,0.61,518.0,0.83,18.0,5,0,1,10
7272,1,Atletico-GO,7.0,2.0,0.39,351.0,0.72,14.0,3,0,5,3
7274,1,America-MG,14.0,4.0,0.43,429.0,0.81,9.0,2,0,0,1
